LISTING_URL,BRAND,PRICE,DEPRE_VALUE_PER_YEAR,REG_DATE,MILEAGE/KM,MANUFACTURED_YEAR,ROAD_TAX_PER_YEAR,TRANSMISSION,DEREG_VALUE_FROM_SCRAPE_DATE,SCRAPE_DATE,OMV,ARF,COE_FROM_SCRAPE_DATE,DAYS_OF_COE_LEFT,ENGINE_CAPACITY_CC,NO_OF_OWNERS,VEHICLE_TYPE,MILEAGE_KM
https://www.sgcarmart.com/used_cars/info.php?ID=881032&DL=3345,Toyota,89000,13190,20-Jul-2015,,2015.0,1638.0,Auto,66233.0,20/06/2020,37090.0,43926.0,65501.0,,2362.0,1.0,MPV,76965.0
https://www.sgcarmart.com/used_cars/info.php?ID=903470&DL=2456,Aston,250500,26730,18-Nov-2009,,2009.0,7674.0,Auto,35139.0,20/06/2020,288723.0,288723.0,37502.0,3406.0,5935.0,3.0,Sports Car,23000.0
https://www.sgcarmart.com/used_cars/info.php?ID=897914&DL=3271,SEAT,67800,7970,24-May-2018,,2018.0,392.0,Auto,37786.0,20/06/2020,19214.0,9214.0,38941.0,2588.0,999.0,1.0,SUV,19000.0
https://www.sgcarmart.com/used_cars/info.php?ID=806652&DL=3345,Toyota,76000,14850,11-Feb-2014,,2013.0,1638.0,Auto,57135.0,20/06/2020,36987.0,43782.0,78700.0,1306.0,2362.0,2.0,MPV,73000.0
https://www.sgcarmart.com/used_cars/info.php?ID=882479&DL=2792,Chevrolet,23888,5190,26-Jan-2010,,2009.0,742.0,Auto,14898.0,20/06/2020,12520.0,12520.0,16184.0,1675.0,1598.0,3.0,Mid-Sized Sedan,111089.0
https://www.sgcarmart.com/used_cars/info.php?ID=872002&DL=1155,Toyota,31888,7140,08-Dec-2009,,2009.0,816.0,Auto,14288.0,20/06/2020,17853.0,17853.0,15988.0,1617.0,1598.0,2.0,Mid-Sized Sedan,
https://www.sgcarmart.com/used_cars/info.php?ID=884251&DL=2296,Volkswagen,86800,11870,09-Jun-2016,,2013.0,1194.0,Auto,53489.0,20/06/2020,28454.0,31836.0,49602.0,1864.0,1984.0,1.0,MPV,49000.0
https://www.sgcarmart.com/used_cars/info.php?ID=793137&DL=3209,Mercedes-Benz,120988,11720,21-Dec-2018,,2018.0,586.0,Auto,58270.0,20/06/2020,36093.0,42531.0,31001.0,,1332.0,1.0,Hatchback,200.0
https://www.sgcarmart.com/used_cars/info.php?ID=903273&DL=2934,Honda,25955,10860,06-Sep-2011,,2009.0,978.0,Auto,22361.0,20/06/2020,25597.0,25597.0,68811.0,431.0,1799.0,3.0,Mid-Sized Sedan,117000.0
https://www.sgcarmart.com/used_cars/info.php?ID=904893&DL=504,Toyota,,,26-Jan-2018,,2017.0,,Manual,12050.0,20/06/2020,27000.0,1350.0,15849.0,2770.0,1997.0,,Van,26283.0
